72813000,20140519_000204,0.0,13.66672,45.63823,58.6
312202000,20140519_000231,0.0,14.2459216667,32.6896766667,224.2
248454000,20140519_000252,0.0,26.6145333333,38.781,198.0
224001520,20140519_000307,0.0,1.44392166667,38.914985,148.1
235074534,20140519_000336,0.4,7.31659333333,43.6989066667,290.8
511007000,20140519_000416,0.0,23.5303333333,38.0186666667,334.7
271042275,20140519_000418,0.0,29.2379366667,40.8688116667,0.0
271010243,20140519_000434,0.0,28.2890533333,40.3977766667,0.0
271000965,20140519_000441,0.0,23.0447666667,37.9139,169.0
271000122,20140519_000441,0.0,14.4453166667,40.7304166667,34.0
224508160,20140519_000504,0.0,1.44674,38.911595,0.0
235729000,20140519_000522,0.0,2.475215,39.4894866667,0.0
235081436,20140519_000534,0.1,7.031,43.5396666667,352.0
273433000,20140519_000602,0.3,12.47347,44.50653,178.5
255910770,20140519_000636,0.0,-5.27146,36.28883,123.1
370998000,20140519_000644,0.0,29.0789666667,40.4141666667,183.9
319928000,20140519_000755,0.2,7.010255,43.5417483333,326.4
215287000,20140519_000836,0.1,23.8651683333,37.493935,326.4
319322000,20140519_000856,0.0,23.6477716667,37.9328383333,309.3
636016406,20140519_000856,0.0,23.6048183333,37.9544616667,112.5
319081000,20140519_000929,0.0,6.9468,43.5236616667,0.1
247448000,20140519_000942,0.0,12.9591783333,40.9288266667,45.8
271010191,20140519_001032,0.1,28.9075583333,40.97481,256.2
271002160,20140519_001040,0.0,29.893415,40.7398066667,0.0
373653000,20140519_001040,0.0,23.6836983333,37.92876,348.7
477600800,20140519_001052,0.0,29.79706,31.13872,236.8
247155800,20140519_001059,0.0,10.03619,44.0337916667,0.0
249170000,20140519_001102,0.0,7.12626166667,43.584345,354.9
215705000,20140519_001138,0.1,13.6930316667,45.6661666667,327.3
636009854,20140519_001142,0.0,23.68389,37.9304366667,92.8
566900000,20140519_001248,0.0,28.0081183333,41.0054433333,92.9
